amount,transaction_type,recipient,source_device,city,occurred_at,transaction_frequency_24h,is_new_device,home_city,fraud_type
3986.85,TRANSFER,Synthetic Recipient 33,Web Browser,Istanbul,2026-01-19T01:00:00Z,4,false,Istanbul,TEMIZ
16690.64,ODEME,Synthetic Recipient 34,Web Browser,Izmir,2026-01-20T07:00:00Z,1,false,Izmir,TEMIZ
19162.58,TRANSFER,Synthetic Recipient 35,Samsung Galaxy,Istanbul,2026-01-21T11:00:00Z,2,false,Istanbul,TEMIZ
4492.25,CEKIM,Synthetic Recipient 36,iPhone 15 Pro,Istanbul,2026-01-22T22:00:00Z,3,false,Istanbul,TEMIZ
3952.56,TRANSFER,Synthetic Recipient 37,Android Phone,Istanbul,2026-01-23T10:00:00Z,3,false,Istanbul,TEMIZ
21057.09,TRANSFER,Synthetic Recipient 38,Web Browser,Moscow,2026-01-24T23:00:00Z,3,false,Izmir,TEMIZ
7811.70,TRANSFER,Synthetic Recipient 39,Samsung Galaxy,Istanbul,2026-01-25T03:00:00Z,7,false,Istanbul,TEMIZ
7698.84,TRANSFER,Synthetic Recipient 40,iPhone 15 Pro,Ankara,2026-01-26T11:00:00Z,3,false,Ankara,TEMIZ
358.09,ODEME,Synthetic Recipient 41,Samsung Galaxy,New York,2026-01-27T09:00:00Z,13,false,Berlin,TEMIZ
8868.62,ODEME,Synthetic Recipient 42,Samsung Galaxy,Izmir,2026-01-28T10:00:00Z,5,false,Izmir,SUPHELI_DAVRANIS
586.35,FATURA,Synthetic Recipient 43,iPhone 15 Pro,Istanbul,2026-01-29T15:00:00Z,3,false,Istanbul,TEMIZ
9045.40,ODEME,Synthetic Recipient 44,iPhone 15 Pro,Berlin,2026-01-30T06:00:00Z,7,false,Berlin,TEMIZ
9884.57,ODEME,Synthetic Recipient 45,Android Phone,London,2026-01-31T04:00:00Z,4,false,Istanbul,TEMIZ
8499.47,FATURA,Synthetic Recipient 46,iPhone 15 Pro,New York,2026-02-01T20:00:00Z,1,false,Izmir,TEMIZ
1950.09,FATURA,Synthetic Recipient 47,Web Browser,Berlin,2026-02-02T14:00:00Z,3,false,Berlin,TEMIZ
2873.18,ODEME,Synthetic Recipient 48,Samsung Galaxy,New York,2026-02-03T19:00:00Z,7,false,Istanbul,TEMIZ
1439.93,FATURA,Synthetic Recipient 49,Web Browser,Ankara,2026-02-04T04:00:00Z,3,false,Ankara,PARA_AKLAMA
2755.88,TRANSFER,Synthetic Recipient 50,Web Browser,Ankara,2026-02-05T23:00:00Z,1,false,Ankara,TEMIZ
7219.19,TRANSFER,Synthetic Recipient 51,Android Phone,Berlin,2026-02-06T18:00:00Z,5,false,Berlin,TEMIZ
360.06,FATURA,Synthetic Recipient 52,iPhone 15 Pro,Izmir,2026-02-07T02:00:00Z,8,false,Izmir,TEMIZ
6786.29,CEKIM,Synthetic Recipient 53,New iPhone,Berlin,2026-02-08T08:00:00Z,10,true,Berlin,TEMIZ
6660.19,ODEME,Synthetic Recipient 54,New iPhone,Berlin,2026-02-09T02:00:00Z,3,true,Berlin,HESAP_ELE_GECIRME
1048.11,TRANSFER,Synthetic Recipient 55,New iPhone,Istanbul,2026-02-10T04:00:00Z,5,true,Istanbul,PARA_AKLAMA
4650.13,ODEME,Synthetic Recipient 56,Web Browser,Dubai,2026-02-11T00:00:00Z,2,false,Berlin,TEMIZ
8720.91,ODEME,Synthetic Recipient 57,Android Phone,Ankara,2026-02-12T09:00:00Z,5,false,Ankara,TEMIZ
3766.53,FATURA,Synthetic Recipient 58,iPhone 15 Pro,Izmir,2026-02-13T04:00:00Z,5,false,Izmir,TEMIZ
3348.97,CEKIM,Synthetic Recipient 59,Web Browser,London,2026-02-14T20:00:00Z,4,false,Istanbul,TEMIZ
1247.80,FATURA,Synthetic Recipient 60,New Android Device,Izmir,2026-02-15T05:00:00Z,1,true,Izmir,TEMIZ
8212.66,CEKIM,Synthetic Recipient 61,Android Phone,Berlin,2026-02-16T13:00:00Z,7,false,Berlin,TEMIZ
15443.34,ODEME,Synthetic Recipient 62,Android Phone,Izmir,2026-02-17T15:00:00Z,8,false,Izmir,TEMIZ
1511.73,FATURA,Synthetic Recipient 63,iPhone 15 Pro,Izmir,2026-02-18T08:00:00Z,3,false,Izmir,TEMIZ
2649.24,FATURA,Synthetic Recipient 64,Web Browser,New York,2026-02-19T11:00:00Z,3,false,Istanbul,TEMIZ
3185.04,TRANSFER,Synthetic Recipient 65,Android Phone,Istanbul,2026-02-20T20:00:00Z,2,false,Istanbul,TEMIZ
1179.13,TRANSFER,Synthetic Recipient 66,Samsung Galaxy,Paris,2026-02-21T14:00:00Z,4,false,Ankara,TEMIZ
73422.79,FATURA,Synthetic Recipient 67,iPhone 15 Pro,Berlin,2026-02-22T19:00:00Z,2,false,Berlin,TEMIZ
3034.73,FATURA,Synthetic Recipient 68,Web Browser,Ankara,2026-02-23T21:00:00Z,8,false,Ankara,TEMIZ
18257.17,ODEME,Synthetic Recipient 69,Android Phone,Dubai,2026-02-24T06:00:00Z,7,false,Istanbul,TEMIZ
5962.88,ODEME,Synthetic Recipient 70,Web Browser,Berlin,2026-02-25T17:00:00Z,6,false,Berlin,TEMIZ
13006.46,TRANSFER,Synthetic Recipient 00,Samsung Galaxy,London,2026-02-26T12:00:00Z,2,false,Berlin,TEMIZ
7701.89,TRANSFER,Synthetic Recipient 01,Android Phone,Berlin,2026-02-27T00:00:00Z,3,false,Berlin,PARA_AKLAMA
8238.69,TRANSFER,Synthetic Recipient 02,iPhone 15 Pro,Izmir,2026-02-28T04:00:00Z,7,false,Izmir,TEMIZ
2661.92,CEKIM,Synthetic Recipient 03,Web Browser,New York,2026-03-01T23:00:00Z,2,false,Berlin,TEMIZ
2568.57,FATURA,Synthetic Recipient 04,Samsung Galaxy,London,2026-03-02T01:00:00Z,2,false,Izmir,TEMIZ
12256.88,FATURA,Synthetic Recipient 05,Android Phone,Ankara,2026-03-03T09:00:00Z,6,false,Ankara,SUPHELI_DAVRANIS
3942.77,TRANSFER,Synthetic Recipient 06,Samsung Galaxy,Berlin,2026-03-04T11:00:00Z,6,false,Ankara,TEMIZ
4196.63,TRANSFER,Synthetic Recipient 07,New Android Device,Izmir,2026-03-05T18:00:00Z,15,true,Izmir,TEMIZ
1313.37,TRANSFER,Synthetic Recipient 08,Samsung Galaxy,Moscow,2026-03-06T03:00:00Z,6,false,Izmir,TEMIZ
832.58,TRANSFER,Synthetic Recipient 09,Android Phone,Istanbul,2026-03-07T21:00:00Z,5,false,Istanbul,TEMIZ
15488.26,TRANSFER,Synthetic Recipient 10,Samsung Galaxy,Izmir,2026-03-08T14:00:00Z,3,false,Izmir,TEMIZ
18169.48,FATURA,Synthetic Recipient 11,iPhone 15 Pro,Berlin,2026-03-09T09:00:00Z,1,false,Berlin,TEMIZ
905.71,FATURA,Synthetic Recipient 12,New Android Device,New York,2026-03-10T08:00:00Z,1,true,Ankara,TEMIZ
10606.16,CEKIM,Synthetic Recipient 13,New iPhone,Ankara,2026-03-11T23:00:00Z,1,true,Ankara,TEMIZ
1064.21,FATURA,Synthetic Recipient 14,New iPhone,Berlin,2026-03-12T01:00:00Z,2,true,Berlin,TEMIZ
4444.82,TRANSFER,Synthetic Recipient 15,Web Browser,Istanbul,2026-03-13T00:00:00Z,2,false,Istanbul,TEMIZ
7436.00,TRANSFER,Synthetic Recipient 16,Samsung Galaxy,Berlin,2026-03-14T17:00:00Z,3,false,Izmir,TEMIZ
596.95,FATURA,Synthetic Recipient 17,iPhone 15 Pro,Berlin,2026-03-15T23:00:00Z,8,false,Berlin,TEMIZ
2058.23,TRANSFER,Synthetic Recipient 18,New iPhone,Izmir,2026-03-16T22:00:00Z,6,true,Izmir,TEMIZ
4163.45,TRANSFER,Synthetic Recipient 19,New iPhone,Izmir,2026-03-17T06:00:00Z,20,true,Izmir,SUPHELI_DAVRANIS
3272.29,TRANSFER,Synthetic Recipient 20,Samsung Galaxy,Berlin,2026-03-18T18:00:00Z,4,false,Berlin,TEMIZ
15639.70,FATURA,Synthetic Recipient 21,iPhone 15 Pro,Istanbul,2026-03-19T07:00:00Z,1,false,Istanbul,TEMIZ
4751.18,CEKIM,Synthetic Recipient 22,New Android Device,Istanbul,2026-03-20T12:00:00Z,3,true,Istanbul,TEMIZ
7842.93,FATURA,Synthetic Recipient 23,Android Phone,Paris,2026-03-21T00:00:00Z,11,false,Istanbul,CALINTI_KART
45179.97,TRANSFER,Synthetic Recipient 24,iPhone 15 Pro,Istanbul,2026-03-22T01:00:00Z,4,false,Istanbul,TEMIZ
745.80,TRANSFER,Synthetic Recipient 25,iPhone 15 Pro,Moscow,2026-03-23T16:00:00Z,2,false,Berlin,TEMIZ
31499.47,FATURA,Synthetic Recipient 26,Unknown Web Browser,New York,2026-03-24T08:00:00Z,4,true,Ankara,TEMIZ
442.50,FATURA,Synthetic Recipient 27,Samsung Galaxy,Berlin,2026-03-25T00:00:00Z,2,false,Istanbul,TEMIZ
7715.68,CEKIM,Synthetic Recipient 28,Web Browser,Ankara,2026-03-26T22:00:00Z,7,false,Ankara,TEMIZ
536.46,ODEME,Synthetic Recipient 29,Samsung Galaxy,Berlin,2026-03-27T07:00:00Z,2,false,Berlin,TEMIZ
19289.55,ODEME,Synthetic Recipient 30,Web Browser,London,2026-03-28T15:00:00Z,4,false,Berlin,TEMIZ
64346.30,TRANSFER,Synthetic Recipient 31,Samsung Galaxy,Berlin,2026-03-29T13:00:00Z,1,false,Berlin,TEMIZ
899.86,ODEME,Synthetic Recipient 32,Samsung Galaxy,Izmir,2026-03-30T08:00:00Z,8,false,Izmir,TEMIZ
3349.30,TRANSFER,Synthetic Recipient 33,New iPhone,Izmir,2026-03-31T05:00:00Z,3,true,Izmir,TEMIZ
810.77,TRANSFER,Synthetic Recipient 34,Samsung Galaxy,Berlin,2026-04-01T19:00:00Z,4,false,Berlin,TEMIZ
2085.39,TRANSFER,Synthetic Recipient 35,Web Browser,Berlin,2026-04-02T02:00:00Z,3,false,Berlin,SUPHELI_DAVRANIS
3454.11,CEKIM,Synthetic Recipient 36,iPhone 15 Pro,Istanbul,2026-04-03T23:00:00Z,4,false,Istanbul,TEMIZ
323.49,ODEME,Synthetic Recipient 37,New Android Device,Izmir,2026-04-04T23:00:00Z,3,true,Izmir,TEMIZ
3003.73,FATURA,Synthetic Recipient 38,Samsung Galaxy,Berlin,2026-04-05T00:00:00Z,10,false,Berlin,TEMIZ
12396.28,ODEME,Synthetic Recipient 39,iPhone 15 Pro,Berlin,2026-04-06T15:00:00Z,4,false,Berlin,TEMIZ
2936.78,ODEME,Synthetic Recipient 40,iPhone 15 Pro,Ankara,2026-04-07T11:00:00Z,4,false,Ankara,TEMIZ
61244.08,FATURA,Synthetic Recipient 41,Web Browser,Berlin,2026-04-08T02:00:00Z,6,false,Berlin,CALINTI_KART
2274.60,TRANSFER,Synthetic Recipient 42,Unknown Web Browser,Dubai,2026-04-09T08:00:00Z,2,true,Ankara,TEMIZ
3546.11,TRANSFER,Synthetic Recipient 43,Android Phone,New York,2026-04-10T18:00:00Z,7,false,Istanbul,TEMIZ
49099.94,CEKIM,Synthetic Recipient 44,Unknown Web Browser,Istanbul,2026-04-11T22:00:00Z,4,true,Istanbul,TEMIZ
14102.61,TRANSFER,Synthetic Recipient 45,Web Browser,Ankara,2026-04-12T20:00:00Z,3,false,Ankara,TEMIZ
5080.35,ODEME,Synthetic Recipient 46,New Android Device,New York,2026-04-13T02:00:00Z,3,true,Istanbul,TEMIZ
1894.02,TRANSFER,Synthetic Recipient 47,Unknown Web Browser,Izmir,2026-04-14T21:00:00Z,6,true,Izmir,HESAP_ELE_GECIRME
1124.31,TRANSFER,Synthetic Recipient 48,Web Browser,Berlin,2026-04-15T02:00:00Z,3,false,Berlin,TEMIZ
19835.28,FATURA,Synthetic Recipient 49,Samsung Galaxy,Istanbul,2026-04-16T09:00:00Z,4,false,Istanbul,TEMIZ
3180.58,CEKIM,Synthetic Recipient 50,Android Phone,Berlin,2026-04-17T18:00:00Z,3,false,Berlin,TEMIZ
2238.63,ODEME,Synthetic Recipient 51,iPhone 15 Pro,Izmir,2026-04-18T20:00:00Z,4,false,Izmir,TEMIZ
383.48,CEKIM,Synthetic Recipient 52,New iPhone,Ankara,2026-04-19T08:00:00Z,12,true,Ankara,TEMIZ
588.92,FATURA,Synthetic Recipient 53,Samsung Galaxy,Berlin,2026-04-20T18:00:00Z,1,false,Berlin,CALINTI_KART
1210.53,TRANSFER,Synthetic Recipient 54,Samsung Galaxy,Ankara,2026-04-21T11:00:00Z,2,false,Ankara,TEMIZ
7763.56,FATURA,Synthetic Recipient 55,Android Phone,Ankara,2026-04-22T23:00:00Z,9,false,Ankara,SUPHELI_DAVRANIS
29773.75,TRANSFER,Synthetic Recipient 56,Unknown Web Browser,Berlin,2026-04-23T21:00:00Z,7,true,Berlin,HESAP_ELE_GECIRME
6360.75,ODEME,Synthetic Recipient 57,New iPhone,Berlin,2026-04-24T02:00:00Z,10,true,Istanbul,CALINTI_KART
3296.08,FATURA,Synthetic Recipient 58,Web Browser,Dubai,2026-04-25T03:00:00Z,2,false,Istanbul,TEMIZ
13380.56,FATURA,Synthetic Recipient 59,Web Browser,Ankara,2026-04-26T11:00:00Z,14,false,Ankara,TEMIZ
1555.74,CEKIM,Synthetic Recipient 60,Android Phone,Istanbul,2026-04-27T09:00:00Z,3,false,Istanbul,TEMIZ
1328.90,TRANSFER,Synthetic Recipient 61,iPhone 15 Pro,Izmir,2026-04-28T09:00:00Z,4,false,Izmir,TEMIZ
2026.43,TRANSFER,Synthetic Recipient 62,iPhone 15 Pro,Berlin,2026-04-29T09:00:00Z,5,false,Izmir,TEMIZ
21874.84,ODEME,Synthetic Recipient 63,New iPhone,Istanbul,2026-04-30T16:00:00Z,6,true,Istanbul,HESAP_ELE_GECIRME
1886.52,TRANSFER,Synthetic Recipient 64,iPhone 15 Pro,Istanbul,2026-05-01T15:00:00Z,2,false,Istanbul,TEMIZ
4992.87,ODEME,Synthetic Recipient 65,iPhone 15 Pro,Ankara,2026-05-02T21:00:00Z,3,false,Ankara,TEMIZ
8202.74,ODEME,Synthetic Recipient 66,New iPhone,Dubai,2026-05-03T18:00:00Z,3,true,Istanbul,CALINTI_KART
1235.52,ODEME,Synthetic Recipient 67,Android Phone,Berlin,2026-05-04T03:00:00Z,3,false,Berlin,TEMIZ
3280.62,TRANSFER,Synthetic Recipient 68,New Android Device,New York,2026-05-05T07:00:00Z,4,true,Istanbul,TEMIZ
8732.41,FATURA,Synthetic Recipient 69,iPhone 15 Pro,Istanbul,2026-05-06T11:00:00Z,1,false,Istanbul,TEMIZ
1025.17,CEKIM,Synthetic Recipient 70,Web Browser,London,2026-05-07T18:00:00Z,7,false,Izmir,SUPHELI_DAVRANIS
6173.71,FATURA,Synthetic Recipient 00,New Android Device,Berlin,2026-05-08T16:00:00Z,4,true,Berlin,TEMIZ
9741.46,FATURA,Synthetic Recipient 01,iPhone 15 Pro,Paris,2026-05-09T13:00:00Z,7,false,Istanbul,SUPHELI_DAVRANIS
3434.86,FATURA,Synthetic Recipient 02,Samsung Galaxy,Paris,2026-05-10T20:00:00Z,2,false,Berlin,TEMIZ
4041.84,CEKIM,Synthetic Recipient 03,Android Phone,Istanbul,2026-05-11T13:00:00Z,7,false,Istanbul,TEMIZ
12608.25,ODEME,Synthetic Recipient 04,Samsung Galaxy,Berlin,2026-05-12T21:00:00Z,1,false,Berlin,TEMIZ
54762.89,ODEME,Synthetic Recipient 05,iPhone 15 Pro,Ankara,2026-05-13T00:00:00Z,3,false,Ankara,CALINTI_KART
572.90,TRANSFER,Synthetic Recipient 06,New iPhone,Ankara,2026-05-14T14:00:00Z,1,true,Ankara,TEMIZ
1847.73,CEKIM,Synthetic Recipient 07,Web Browser,Izmir,2026-05-15T13:00:00Z,6,false,Izmir,TEMIZ
5353.27,ODEME,Synthetic Recipient 08,New iPhone,New York,2026-05-16T06:00:00Z,2,true,Izmir,TEMIZ
31177.63,CEKIM,Synthetic Recipient 09,Web Browser,Istanbul,2026-05-17T20:00:00Z,2,false,Istanbul,CALINTI_KART
12327.31,FATURA,Synthetic Recipient 10,Samsung Galaxy,Berlin,2026-05-18T16:00:00Z,2,false,Berlin,TEMIZ
8216.51,TRANSFER,Synthetic Recipient 11,New iPhone,Izmir,2026-05-19T10:00:00Z,5,true,Izmir,PARA_AKLAMA
2831.54,TRANSFER,Synthetic Recipient 12,New Android Device,Izmir,2026-05-20T03:00:00Z,3,true,Izmir,TEMIZ
24333.45,TRANSFER,Synthetic Recipient 13,Web Browser,Izmir,2026-05-21T09:00:00Z,7,false,Izmir,TEMIZ
1059.64,ODEME,Synthetic Recipient 14,Samsung Galaxy,New York,2026-05-22T21:00:00Z,2,false,Ankara,TEMIZ
26142.61,ODEME,Synthetic Recipient 15,Samsung Galaxy,Ankara,2026-05-23T08:00:00Z,2,false,Ankara,TEMIZ
2077.50,ODEME,Synthetic Recipient 16,Samsung Galaxy,Ankara,2026-05-24T18:00:00Z,1,false,Ankara,TEMIZ
4130.24,TRANSFER,Synthetic Recipient 17,iPhone 15 Pro,Ankara,2026-05-25T20:00:00Z,3,false,Ankara,TEMIZ
51444.04,ODEME,Synthetic Recipient 18,Samsung Galaxy,Berlin,2026-05-26T01:00:00Z,2,false,Berlin,CALINTI_KART
7353.78,TRANSFER,Synthetic Recipient 19,Web Browser,Istanbul,2026-05-27T23:00:00Z,2,false,Istanbul,CALINTI_KART
2876.44,FATURA,Synthetic Recipient 20,iPhone 15 Pro,New York,2026-05-28T01:00:00Z,6,false,Ankara,TEMIZ
11201.97,TRANSFER,Synthetic Recipient 21,Unknown Web Browser,Berlin,2026-05-29T04:00:00Z,2,true,Berlin,PARA_AKLAMA
1000.13,TRANSFER,Synthetic Recipient 22,New iPhone,Paris,2026-05-30T06:00:00Z,1,true,Ankara,TEMIZ
5399.44,CEKIM,Synthetic Recipient 23,iPhone 15 Pro,Ankara,2026-05-31T09:00:00Z,6,false,Ankara,TEMIZ
17077.09,TRANSFER,Synthetic Recipient 24,iPhone 15 Pro,Istanbul,2026-06-01T02:00:00Z,1,false,Istanbul,TEMIZ
604.54,FATURA,Synthetic Recipient 25,New iPhone,Izmir,2026-06-02T00:00:00Z,4,true,Izmir,TEMIZ
4160.03,FATURA,Synthetic Recipient 26,Unknown Web Browser,Istanbul,2026-06-03T08:00:00Z,1,true,Istanbul,TEMIZ
3290.03,ODEME,Synthetic Recipient 27,Android Phone,Dubai,2026-06-04T10:00:00Z,6,false,Istanbul,TEMIZ
3331.41,ODEME,Synthetic Recipient 28,Web Browser,Istanbul,2026-06-05T16:00:00Z,5,false,Istanbul,TEMIZ
6945.03,TRANSFER,Synthetic Recipient 29,Unknown Web Browser,Izmir,2026-06-06T10:00:00Z,1,true,Izmir,TEMIZ
572.52,FATURA,Synthetic Recipient 30,Unknown Web Browser,Ankara,2026-06-07T00:00:00Z,2,true,Ankara,TEMIZ
323.62,TRANSFER,Synthetic Recipient 31,Web Browser,Izmir,2026-06-08T12:00:00Z,3,false,Izmir,TEMIZ
2075.55,ODEME,Synthetic Recipient 32,New Android Device,Ankara,2026-06-09T22:00:00Z,1,true,Ankara,TEMIZ
767.63,FATURA,Synthetic Recipient 33,Web Browser,Berlin,2026-06-10T10:00:00Z,4,false,Berlin,TEMIZ
1603.51,FATURA,Synthetic Recipient 34,Web Browser,Paris,2026-06-11T05:00:00Z,4,false,Ankara,TEMIZ
2101.15,CEKIM,Synthetic Recipient 35,New Android Device,Berlin,2026-06-12T23:00:00Z,4,true,Berlin,TEMIZ
5205.09,ODEME,Synthetic Recipient 36,iPhone 15 Pro,Istanbul,2026-06-13T18:00:00Z,20,false,Istanbul,TEMIZ
4035.39,ODEME,Synthetic Recipient 37,New iPhone,Berlin,2026-06-14T03:00:00Z,2,true,Berlin,TEMIZ
1948.14,ODEME,Synthetic Recipient 38,Unknown Web Browser,Ankara,2026-06-15T16:00:00Z,1,true,Ankara,TEMIZ
8873.46,ODEME,Synthetic Recipient 39,Unknown Web Browser,New York,2026-06-16T06:00:00Z,5,true,Istanbul,TEMIZ
13320.35,TRANSFER,Synthetic Recipient 40,New Android Device,Berlin,2026-06-17T11:00:00Z,5,true,Berlin,HESAP_ELE_GECIRME
6864.18,CEKIM,Synthetic Recipient 41,Android Phone,Ankara,2026-06-18T00:00:00Z,7,false,Ankara,TEMIZ
488.96,ODEME,Synthetic Recipient 42,iPhone 15 Pro,Istanbul,2026-06-19T16:00:00Z,7,false,Istanbul,TEMIZ
5253.69,FATURA,Synthetic Recipient 43,Android Phone,Izmir,2026-06-20T07:00:00Z,2,false,Izmir,TEMIZ
15834.28,TRANSFER,Synthetic Recipient 44,Android Phone,Ankara,2026-06-21T02:00:00Z,2,false,Ankara,TEMIZ
1455.34,FATURA,Synthetic Recipient 45,New Android Device,Berlin,2026-06-22T00:00:00Z,11,true,Berlin,HESAP_ELE_GECIRME
4287.96,ODEME,Synthetic Recipient 46,Unknown Web Browser,Izmir,2026-06-23T03:00:00Z,1,true,Izmir,TEMIZ
4734.80,TRANSFER,Synthetic Recipient 47,Web Browser,Izmir,2026-06-24T03:00:00Z,4,false,Izmir,TEMIZ
14413.88,TRANSFER,Synthetic Recipient 48,iPhone 15 Pro,London,2026-06-25T05:00:00Z,6,false,Berlin,PARA_AKLAMA
3048.07,FATURA,Synthetic Recipient 49,Web Browser,Istanbul,2026-06-26T21:00:00Z,2,false,Istanbul,TEMIZ
4578.64,TRANSFER,Synthetic Recipient 50,Samsung Galaxy,Moscow,2026-06-27T16:00:00Z,5,false,Istanbul,TEMIZ
630.31,TRANSFER,Synthetic Recipient 51,Samsung Galaxy,New York,2026-06-28T04:00:00Z,1,false,Ankara,TEMIZ
1726.41,ODEME,Synthetic Recipient 52,iPhone 15 Pro,Berlin,2026-06-29T02:00:00Z,2,false,Berlin,TEMIZ
1861.54,FATURA,Synthetic Recipient 53,New iPhone,Istanbul,2026-01-01T09:00:00Z,3,true,Istanbul,TEMIZ
21030.56,TRANSFER,Synthetic Recipient 54,iPhone 15 Pro,Istanbul,2026-01-02T06:00:00Z,3,false,Istanbul,TEMIZ
9400.83,CEKIM,Synthetic Recipient 55,Samsung Galaxy,Berlin,2026-01-03T07:00:00Z,13,false,Berlin,TEMIZ
34379.66,FATURA,Synthetic Recipient 56,Samsung Galaxy,Ankara,2026-01-04T23:00:00Z,4,false,Ankara,TEMIZ
30080.03,FATURA,Synthetic Recipient 57,New Android Device,Berlin,2026-01-05T15:00:00Z,5,true,Berlin,TEMIZ
14377.16,ODEME,Synthetic Recipient 58,Web Browser,Izmir,2026-01-06T12:00:00Z,4,false,Izmir,TEMIZ
1003.47,TRANSFER,Synthetic Recipient 59,iPhone 15 Pro,Berlin,2026-01-07T20:00:00Z,2,false,Berlin,TEMIZ
1832.47,TRANSFER,Synthetic Recipient 60,Web Browser,Izmir,2026-01-08T02:00:00Z,5,false,Izmir,CALINTI_KART
1225.21,TRANSFER,Synthetic Recipient 61,Unknown Web Browser,Izmir,2026-01-09T19:00:00Z,4,true,Izmir,TEMIZ
3862.25,FATURA,Synthetic Recipient 62,iPhone 15 Pro,Berlin,2026-01-10T01:00:00Z,6,false,Berlin,TEMIZ
11824.75,ODEME,Synthetic Recipient 63,New iPhone,Ankara,2026-01-11T02:00:00Z,1,true,Ankara,CALINTI_KART
1910.99,ODEME,Synthetic Recipient 64,Unknown Web Browser,Izmir,2026-01-12T02:00:00Z,9,true,Izmir,TEMIZ
2634.93,FATURA,Synthetic Recipient 65,Web Browser,Dubai,2026-01-13T02:00:00Z,6,false,Ankara,TEMIZ
1104.61,FATURA,Synthetic Recipient 66,Web Browser,Istanbul,2026-01-14T15:00:00Z,4,false,Istanbul,TEMIZ
13840.37,FATURA,Synthetic Recipient 67,iPhone 15 Pro,Istanbul,2026-01-15T18:00:00Z,1,false,Istanbul,TEMIZ
5237.99,TRANSFER,Synthetic Recipient 68,Android Phone,Berlin,2026-01-16T01:00:00Z,1,false,Istanbul,PARA_AKLAMA
784.67,FATURA,Synthetic Recipient 69,Web Browser,Izmir,2026-01-17T10:00:00Z,3,false,Izmir,TEMIZ
613.00,FATURA,Synthetic Recipient 70,iPhone 15 Pro,Ankara,2026-01-18T00:00:00Z,3,false,Ankara,TEMIZ
4560.90,ODEME,Synthetic Recipient 00,Web Browser,Dubai,2026-01-19T23:00:00Z,3,false,Berlin,TEMIZ
2316.20,FATURA,Synthetic Recipient 01,Samsung Galaxy,Istanbul,2026-01-20T06:00:00Z,5,false,Istanbul,TEMIZ
5607.99,TRANSFER,Synthetic Recipient 02,iPhone 15 Pro,Ankara,2026-01-21T17:00:00Z,1,false,Ankara,TEMIZ
6189.16,TRANSFER,Synthetic Recipient 03,Web Browser,London,2026-01-22T06:00:00Z,6,false,Berlin,TEMIZ
730.47,TRANSFER,Synthetic Recipient 04,Web Browser,Ankara,2026-01-23T01:00:00Z,10,false,Ankara,TEMIZ
20279.28,TRANSFER,Synthetic Recipient 05,Android Phone,Istanbul,2026-01-24T15:00:00Z,5,false,Istanbul,PARA_AKLAMA
4314.78,TRANSFER,Synthetic Recipient 06,New Android Device,New York,2026-01-25T03:00:00Z,5,true,Berlin,TEMIZ
11908.07,ODEME,Synthetic Recipient 07,New iPhone,Dubai,2026-01-26T11:00:00Z,12,true,Ankara,TEMIZ
2424.39,ODEME,Synthetic Recipient 08,Android Phone,Ankara,2026-01-27T16:00:00Z,3,false,Ankara,TEMIZ
4324.53,ODEME,Synthetic Recipient 09,Web Browser,Dubai,2026-01-28T04:00:00Z,6,false,Izmir,HESAP_ELE_GECIRME
885.44,CEKIM,Synthetic Recipient 10,iPhone 15 Pro,Ankara,2026-01-29T01:00:00Z,4,false,Ankara,TEMIZ
1545.46,FATURA,Synthetic Recipient 11,iPhone 15 Pro,New York,2026-01-30T17:00:00Z,1,false,Izmir,HESAP_ELE_GECIRME
6985.23,TRANSFER,Synthetic Recipient 12,iPhone 15 Pro,Istanbul,2026-01-31T17:00:00Z,3,false,Istanbul,TEMIZ
473.79,FATURA,Synthetic Recipient 13,Samsung Galaxy,Istanbul,2026-02-01T22:00:00Z,5,false,Istanbul,TEMIZ
3461.42,TRANSFER,Synthetic Recipient 14,Android Phone,Berlin,2026-02-02T05:00:00Z,5,false,Berlin,PARA_AKLAMA
2921.48,ODEME,Synthetic Recipient 15,iPhone 15 Pro,London,2026-02-03T12:00:00Z,4,false,Istanbul,TEMIZ
6047.23,ODEME,Synthetic Recipient 16,Android Phone,Izmir,2026-02-04T23:00:00Z,1,false,Izmir,TEMIZ
14624.03,ODEME,Synthetic Recipient 17,New iPhone,Ankara,2026-02-05T16:00:00Z,4,true,Ankara,CALINTI_KART
2290.67,ODEME,Synthetic Recipient 18,iPhone 15 Pro,Berlin,2026-02-06T16:00:00Z,12,false,Berlin,TEMIZ
4505.41,TRANSFER,Synthetic Recipient 19,iPhone 15 Pro,Ankara,2026-02-07T02:00:00Z,4,false,Ankara,PARA_AKLAMA
8350.42,ODEME,Synthetic Recipient 20,Android Phone,Ankara,2026-02-08T10:00:00Z,7,false,Ankara,TEMIZ
1815.14,TRANSFER,Synthetic Recipient 21,Android Phone,Ankara,2026-02-09T12:00:00Z,3,false,Ankara,TEMIZ
4747.04,ODEME,Synthetic Recipient 22,Samsung Galaxy,Izmir,2026-02-10T11:00:00Z,3,false,Izmir,CALINTI_KART
5503.93,ODEME,Synthetic Recipient 23,Android Phone,Istanbul,2026-02-11T15:00:00Z,10,false,Istanbul,TEMIZ
36088.88,TRANSFER,Synthetic Recipient 24,Android Phone,Ankara,2026-02-12T06:00:00Z,2,false,Ankara,TEMIZ
